n,human,comp
4797,47970,0.230112
4798,47980,0.230208
4799,47990,0.230304
4800,48000,0.2304
4801,48010,0.230496
4802,48020,0.230592
4803,48030,0.230688
4804,48040,0.230784
4805,48050,0.23088
4806,48060,0.230976
4807,48070,0.231072
4808,48080,0.231169
4809,48090,0.231265
4810,48100,0.231361
4811,48110,0.231457
4812,48120,0.231553
4813,48130,0.23165
4814,48140,0.231746
4815,48150,0.231842
4816,48160,0.231939
4817,48170,0.232035
4818,48180,0.232131
4819,48190,0.232228
4820,48200,0.232324
4821,48210,0.23242
4822,48220,0.232517
4823,48230,0.232613
4824,48240,0.23271
4825,48250,0.232806
4826,48260,0.232903
4827,48270,0.232999
4828,48280,0.233096
4829,48290,0.233192
4830,48300,0.233289
4831,48310,0.233386
4832,48320,0.233482
4833,48330,0.233579
4834,48340,0.233676
4835,48350,0.233772
4836,48360,0.233869
4837,48370,0.233966
4838,48380,0.234062
4839,48390,0.234159
4840,48400,0.234256
4841,48410,0.234353
4842,48420,0.23445
4843,48430,0.234546
4844,48440,0.234643
4845,48450,0.23474
4846,48460,0.234837
4847,48470,0.234934
4848,48480,0.235031
4849,48490,0.235128
4850,48500,0.235225
4851,48510,0.235322
4852,48520,0.235419
4853,48530,0.235516
4854,48540,0.235613
4855,48550,0.23571
4856,48560,0.235807
4857,48570,0.235904
4858,48580,0.236002
4859,48590,0.236099
4860,48600,0.236196
4861,48610,0.236293
4862,48620,0.23639
4863,48630,0.236488
4864,48640,0.236585
4865,48650,0.236682
4866,48660,0.23678
4867,48670,0.236877
4868,48680,0.236974
4869,48690,0.237072
4870,48700,0.237169
4871,48710,0.237266
4872,48720,0.237364
4873,48730,0.237461
4874,48740,0.237559
4875,48750,0.237656
4876,48760,0.237754
4877,48770,0.237851
4878,48780,0.237949
4879,48790,0.238046
4880,48800,0.238144
4881,48810,0.238242
4882,48820,0.238339
4883,48830,0.238437
4884,48840,0.238535
4885,48850,0.238632
4886,48860,0.23873
4887,48870,0.238828
4888,48880,0.238925
4889,48890,0.239023
4890,48900,0.239121
4891,48910,0.239219
4892,48920,0.239317
4893,48930,0.239414
4894,48940,0.239512
4895,48950,0.23961
4896,48960,0.239708
4897,48970,0.239806
4898,48980,0.239904
4899,48990,0.240002
4900,49000,0.2401
4901,49010,0.240198
4902,49020,0.240296
4903,49030,0.240394
4904,49040,0.240492
4905,49050,0.24059
4906,49060,0.240688
4907,49070,0.240786
4908,49080,0.240885
4909,49090,0.240983
4910,49100,0.241081
4911,49110,0.241179
4912,49120,0.241277
4913,49130,0.241376
4914,49140,0.241474
4915,49150,0.241572
4916,49160,0.241671
4917,49170,0.241769
4918,49180,0.241867
4919,49190,0.241966
4920,49200,0.242064
4921,49210,0.242162
4922,49220,0.242261
4923,49230,0.242359
4924,49240,0.242458
4925,49250,0.242556
4926,49260,0.242655
4927,49270,0.242753
4928,49280,0.242852
4929,49290,0.24295
4930,49300,0.243049
4931,49310,0.243148
4932,49320,0.243246
4933,49330,0.243345
4934,49340,0.243444
4935,49350,0.243542
4936,49360,0.243641
4937,49370,0.24374
4938,49380,0.243838
4939,49390,0.243937
4940,49400,0.244036
4941,49410,0.244135
4942,49420,0.244234
4943,49430,0.244332
4944,49440,0.244431
4945,49450,0.24453
4946,49460,0.244629
4947,49470,0.244728
4948,49480,0.244827
4949,49490,0.244926
4950,49500,0.245025
4951,49510,0.245124
4952,49520,0.245223
4953,49530,0.245322
4954,49540,0.245421
4955,49550,0.24552
4956,49560,0.245619
4957,49570,0.245718
4958,49580,0.245818
4959,49590,0.245917
4960,49600,0.246016
4961,49610,0.246115
4962,49620,0.246214
4963,49630,0.246314
4964,49640,0.246413
4965,49650,0.246512
4966,49660,0.246612
4967,49670,0.246711
4968,49680,0.24681
4969,49690,0.24691
4970,49700,0.247009
4971,49710,0.247108
4972,49720,0.247208
4973,49730,0.247307
4974,49740,0.247407
4975,49750,0.247506
4976,49760,0.247606
4977,49770,0.247705
4978,49780,0.247805
4979,49790,0.247904
4980,49800,0.248004
4981,49810,0.248104
4982,49820,0.248203
4983,49830,0.248303
4984,49840,0.248403
4985,49850,0.248502
4986,49860,0.248602
4987,49870,0.248702
4988,49880,0.248801
4989,49890,0.248901
4990,49900,0.249001
4991,49910,0.249101
4992,49920,0.249201
4993,49930,0.2493
4994,49940,0.2494
4995,49950,0.2495
4996,49960,0.2496
4997,49970,0.2497
4998,49980,0.2498
4999,49990,0.2499
5000,50000,0.25
5001,50010,0.2501
5002,50020,0.2502
5003,50030,0.2503
5004,50040,0.2504
5005,50050,0.2505
5006,50060,0.2506
5007,50070,0.2507
5008,50080,0.250801
5009,50090,0.250901
5010,50100,0.251001
5011,50110,0.251101
5012,50120,0.251201
5013,50130,0.251302
5014,50140,0.251402
5015,50150,0.251502
5016,50160,0.251603
5017,50170,0.251703
5018,50180,0.251803
5019,50190,0.251904
5020,50200,0.252004
5021,50210,0.252104
5022,50220,0.252205
5023,50230,0.252305
5024,50240,0.252406
5025,50250,0.252506
5026,50260,0.252607
5027,50270,0.252707
5028,50280,0.252808
5029,50290,0.252908
5030,50300,0.253009
5031,50310,0.25311
5032,50320,0.25321
5033,50330,0.253311
5034,50340,0.253412
5035,50350,0.253512
5036,50360,0.253613
5037,50370,0.253714
5038,50380,0.253814
5039,50390,0.253915
5040,50400,0.254016
5041,50410,0.254117
5042,50420,0.254218
5043,50430,0.254318
5044,50440,0.254419
5045,50450,0.25452
5046,50460,0.254621
5047,50470,0.254722
5048,50480,0.254823
5049,50490,0.254924
5050,50500,0.255025
5051,50510,0.255126
5052,50520,0.255227
5053,50530,0.255328
5054,50540,0.255429
5055,50550,0.25553
5056,50560,0.255631
5057,50570,0.255732
5058,50580,0.255834
5059,50590,0.255935
5060,50600,0.256036
5061,50610,0.256137
5062,50620,0.256238
5063,50630,0.25634
5064,50640,0.256441
5065,50650,0.256542
5066,50660,0.256644
5067,50670,0.256745
5068,50680,0.256846
5069,50690,0.256948
5070,50700,0.257049
5071,50710,0.25715
5072,50720,0.257252
5073,50730,0.257353
5074,50740,0.257455
5075,50750,0.257556
5076,50760,0.257658
5077,50770,0.257759
5078,50780,0.257861
5079,50790,0.257962
5080,50800,0.258064
5081,50810,0.258166
5082,50820,0.258267
5083,50830,0.258369
5084,50840,0.258471
5085,50850,0.258572
5086,50860,0.258674
5087,50870,0.258776
5088,50880,0.258877
5089,50890,0.258979
5090,50900,0.259081
5091,50910,0.259183
5092,50920,0.259285
5093,50930,0.259386
5094,50940,0.259488
5095,50950,0.25959
5096,50960,0.259692
5097,50970,0.259794
5098,50980,0.259896
5099,50990,0.259998
5100,51000,0.2601
5101,51010,0.260202
5102,51020,0.260304
5103,51030,0.260406
5104,51040,0.260508
5105,51050,0.26061
5106,51060,0.260712
5107,51070,0.260814
5108,51080,0.260917
5109,51090,0.261019
5110,51100,0.261121
5111,51110,0.261223
5112,51120,0.261325
5113,51130,0.261428
5114,51140,0.26153
5115,51150,0.261632
5116,51160,0.261735
5117,51170,0.261837
5118,51180,0.261939
5119,51190,0.262042
5120,51200,0.262144
5121,51210,0.262246
5122,51220,0.262349
5123,51230,0.262451
5124,51240,0.262554
5125,51250,0.262656
5126,51260,0.262759
5127,51270,0.262861
5128,51280,0.262964
5129,51290,0.263066
5130,51300,0.263169
5131,51310,0.263272
5132,51320,0.263374
5133,51330,0.263477
5134,51340,0.26358
5135,51350,0.263682
5136,51360,0.263785
5137,51370,0.263888
5138,51380,0.26399
5139,51390,0.264093
5140,51400,0.264196
5141,51410,0.264299
5142,51420,0.264402
5143,51430,0.264504
5144,51440,0.264607
5145,51450,0.26471
5146,51460,0.264813
5147,51470,0.264916
5148,51480,0.265019
5149,51490,0.265122
5150,51500,0.265225
5151,51510,0.265328
5152,51520,0.265431
5153,51530,0.265534
5154,51540,0.265637
5155,51550,0.26574
5156,51560,0.265843
5157,51570,0.265946
5158,51580,0.26605
5159,51590,0.266153
5160,51600,0.266256
5161,51610,0.266359
5162,51620,0.266462
5163,51630,0.266566
5164,51640,0.266669
5165,51650,0.266772
5166,51660,0.266876
5167,51670,0.266979
5168,51680,0.267082
5169,51690,0.267186
5170,51700,0.267289
5171,51710,0.267392
5172,51720,0.267496
5173,51730,0.267599
5174,51740,0.267703
5175,51750,0.267806
5176,51760,0.26791
5177,51770,0.268013
5178,51780,0.268117
5179,51790,0.26822
5180,51800,0.268324
5181,51810,0.268428
5182,51820,0.268531
5183,51830,0.268635
5184,51840,0.268739
5185,51850,0.268842
5186,51860,0.268946
5187,51870,0.26905
5188,51880,0.269153
5189,51890,0.269257
5190,51900,0.269361
5191,51910,0.269465
5192,51920,0.269569
5193,51930,0.269672
5194,51940,0.269776
5195,51950,0.26988
5196,51960,0.269984
5197,51970,0.270088
5198,51980,0.270192
5199,51990,0.270296
5200,52000,0.2704
5201,52010,0.270504
5202,52020,0.270608
5203,52030,0.270712
5204,52040,0.270816
5205,52050,0.27092
5206,52060,0.271024
5207,52070,0.271128
5208,52080,0.271233
5209,52090,0.271337
5210,52100,0.271441
5211,52110,0.271545
5212,52120,0.271649
5213,52130,0.271754
5214,52140,0.271858
5215,52150,0.271962
5216,52160,0.272067
5217,52170,0.272171
5218,52180,0.272275
5219,52190,0.27238
5220,52200,0.272484
5221,52210,0.272588
5222,52220,0.272693
5223,52230,0.272797
5224,52240,0.272902
5225,52250,0.273006
5226,52260,0.273111
5227,52270,0.273215
5228,52280,0.27332
5229,52290,0.273424
5230,52300,0.273529
5231,52310,0.273634
5232,52320,0.273738
5233,52330,0.273843
5234,52340,0.273948
5235,52350,0.274052
5236,52360,0.274157
5237,52370,0.274262
5238,52380,0.274366
5239,52390,0.274471
5240,52400,0.274576
5241,52410,0.274681
5242,52420,0.274786
5243,52430,0.27489
5244,52440,0.274995
5245,52450,0.2751
5246,52460,0.275205
5247,52470,0.27531
5248,52480,0.275415
5249,52490,0.27552
5250,52500,0.275625
5251,52510,0.27573
5252,52520,0.275835
5253,52530,0.27594
5254,52540,0.276045
5255,52550,0.27615
5256,52560,0.276255
5257,52570,0.27636
5258,52580,0.276466
5259,52590,0.276571
5260,52600,0.276676
5261,52610,0.276781
5262,52620,0.276886
5263,52630,0.276992
5264,52640,0.277097
5265,52650,0.277202
5266,52660,0.277308
5267,52670,0.277413
5268,52680,0.277518
5269,52690,0.277624
5270,52700,0.277729
5271,52710,0.277834
5272,52720,0.27794
5273,52730,0.278045
5274,52740,0.278151
5275,52750,0.278256
5276,52760,0.278362
5277,52770,0.278467
5278,52780,0.278573
5279,52790,0.278678
5280,52800,0.278784
5281,52810,0.27889
5282,52820,0.278995
5283,52830,0.279101
5284,52840,0.279207
5285,52850,0.279312
5286,52860,0.279418
5287,52870,0.279524
5288,52880,0.279629
5289,52890,0.279735
5290,52900,0.279841
5291,52910,0.279947
5292,52920,0.280053
5293,52930,0.280158
5294,52940,0.280264
5295,52950,0.28037
5296,52960,0.280476
5297,52970,0.280582
5298,52980,0.280688
5299,52990,0.280794
5300,53000,0.2809
5301,53010,0.281006
5302,53020,0.281112
5303,53030,0.281218
5304,53040,0.281324
5305,53050,0.28143
5306,53060,0.281536
5307,53070,0.281642
5308,53080,0.281749
5309,53090,0.281855
5310,53100,0.281961
5311,53110,0.282067
5312,53120,0.282173
5313,53130,0.28228
5314,53140,0.282386
5315,53150,0.282492
5316,53160,0.282599
5317,53170,0.282705
5318,53180,0.282811
5319,53190,0.282918
5320,53200,0.283024
5321,53210,0.28313
5322,53220,0.283237
5323,53230,0.283343
5324,53240,0.28345
5325,53250,0.283556
5326,53260,0.283663
5327,53270,0.283769
5328,53280,0.283876
5329,53290,0.283982
5330,53300,0.284089
5331,53310,0.284196
5332,53320,0.284302
5333,53330,0.284409
5334,53340,0.284516
5335,53350,0.284622
5336,53360,0.284729
5337,53370,0.284836
5338,53380,0.284942
5339,53390,0.285049
5340,53400,0.285156
5341,53410,0.285263
5342,53420,0.28537
5343,53430,0.285476
5344,53440,0.285583
5345,53450,0.28569
5346,53460,0.285797
5347,53470,0.285904
5348,53480,0.286011
5349,53490,0.286118
5350,53500,0.286225
5351,53510,0.286332
5352,53520,0.286439
5353,53530,0.286546
5354,53540,0.286653
5355,53550,0.28676
5356,53560,0.286867
5357,53570,0.286974
5358,53580,0.287082
5359,53590,0.287189
5360,53600,0.287296
5361,53610,0.287403
5362,53620,0.28751
5363,53630,0.287618
5364,53640,0.287725
5365,53650,0.287832
5366,53660,0.28794
5367,53670,0.288047
5368,53680,0.288154
5369,53690,0.288262
5370,53700,0.288369
5371,53710,0.288476
5372,53720,0.288584
5373,53730,0.288691
5374,53740,0.288799
5375,53750,0.288906
5376,53760,0.289014
5377,53770,0.289121
5378,53780,0.289229
5379,53790,0.289336
5380,53800,0.289444
5381,53810,0.289552
5382,53820,0.289659
5383,53830,0.289767
5384,53840,0.289875
5385,53850,0.289982
5386,53860,0.29009
5387,53870,0.290198
5388,53880,0.290305
5389,53890,0.290413
5390,53900,0.290521
5391,53910,0.290629
5392,53920,0.290737
5393,53930,0.290844
5394,53940,0.290952
5395,53950,0.29106
5396,53960,0.291168
5397,53970,0.291276
5398,53980,0.291384
5399,53990,0.291492
5400,54000,0.2916
5401,54010,0.291708
5402,54020,0.291816
5403,54030,0.291924
5404,54040,0.292032
5405,54050,0.29214
5406,54060,0.292248
5407,54070,0.292356
5408,54080,0.292465
5409,54090,0.292573
5410,54100,0.292681
5411,54110,0.292789
5412,54120,0.292897
5413,54130,0.293006
5414,54140,0.293114
5415,54150,0.293222
5416,54160,0.293331
5417,54170,0.293439
5418,54180,0.293547
5419,54190,0.293656
5420,54200,0.293764
5421,54210,0.293872
5422,54220,0.293981
5423,54230,0.294089
5424,54240,0.294198
5425,54250,0.294306
5426,54260,0.294415
5427,54270,0.294523
5428,54280,0.294632
5429,54290,0.29474
5430,54300,0.294849
5431,54310,0.294958
5432,54320,0.295066
5433,54330,0.295175
5434,54340,0.295284
5435,54350,0.295392
5436,54360,0.295501
5437,54370,0.29561
5438,54380,0.295718
5439,54390,0.295827
5440,54400,0.295936
5441,54410,0.296045
5442,54420,0.296154
5443,54430,0.296262
5444,54440,0.296371
5445,54450,0.29648
5446,54460,0.296589
5447,54470,0.296698
5448,54480,0.296807
5449,54490,0.296916
5450,54500,0.297025
5451,54510,0.297134
5452,54520,0.297243
5453,54530,0.297352
5454,54540,0.297461
5455,54550,0.29757
5456,54560,0.297679
5457,54570,0.297788
5458,54580,0.297898
5459,54590,0.298007
5460,54600,0.298116
5461,54610,0.298225
5462,54620,0.298334
5463,54630,0.298444
5464,54640,0.298553
5465,54650,0.298662
5466,54660,0.298772
5467,54670,0.298881
5468,54680,0.29899
5469,54690,0.2991
5470,54700,0.299209
5471,54710,0.299318
5472,54720,0.299428
5473,54730,0.299537
5474,54740,0.299647
5475,54750,0.299756
5476,54760,0.299866
5477,54770,0.299975
5478,54780,0.300085
5479,54790,0.300194
5480,54800,0.300304
5481,54810,0.300414
5482,54820,0.300523
5483,54830,0.300633
5484,54840,0.300743
5485,54850,0.300852
5486,54860,0.300962
5487,54870,0.301072
5488,54880,0.301181
5489,54890,0.301291
5490,54900,0.301401
5491,54910,0.301511
5492,54920,0.301621
5493,54930,0.30173
5494,54940,0.30184
5495,54950,0.30195
5496,54960,0.30206
5497,54970,0.30217
5498,54980,0.30228
5499,54990,0.30239
5500,55000,0.3025
5501,55010,0.30261
5502,55020,0.30272
5503,55030,0.30283
5504,55040,0.30294
5505,55050,0.30305
5506,55060,0.30316
5507,55070,0.30327
5508,55080,0.303381
5509,55090,0.303491
5510,55100,0.303601
5511,55110,0.303711
5512,55120,0.303821
5513,55130,0.303932
5514,55140,0.304042
5515,55150,0.304152
5516,55160,0.304263
5517,55170,0.304373
5518,55180,0.304483
5519,55190,0.304594
5520,55200,0.304704
5521,55210,0.304814
5522,55220,0.304925
5523,55230,0.305035
5524,55240,0.305146
5525,55250,0.305256
5526,55260,0.305367
5527,55270,0.305477
5528,55280,0.305588
5529,55290,0.305698
5530,55300,0.305809
5531,55310,0.30592
5532,55320,0.30603
5533,55330,0.306141
5534,55340,0.306252
5535,55350,0.306362
5536,55360,0.306473
5537,55370,0.306584
5538,55380,0.306694
5539,55390,0.306805
5540,55400,0.306916
5541,55410,0.307027
5542,55420,0.307138
5543,55430,0.307248
5544,55440,0.307359
5545,55450,0.30747
5546,55460,0.307581
5547,55470,0.307692
5548,55480,0.307803
5549,55490,0.307914
5550,55500,0.308025
5551,55510,0.308136
5552,55520,0.308247
5553,55530,0.308358
5554,55540,0.308469
5555,55550,0.30858
5556,55560,0.308691
5557,55570,0.308802
5558,55580,0.308914
5559,55590,0.309025
5560,55600,0.309136
5561,55610,0.309247
5562,55620,0.309358
5563,55630,0.30947
5564,55640,0.309581
5565,55650,0.309692
5566,55660,0.309804
5567,55670,0.309915
5568,55680,0.310026
5569,55690,0.310138
5570,55700,0.310249
5571,55710,0.31036
5572,55720,0.310472
5573,55730,0.310583
5574,55740,0.310695
5575,55750,0.310806
5576,55760,0.310918
5577,55770,0.311029
5578,55780,0.311141
5579,55790,0.311252
5580,55800,0.311364
5581,55810,0.311476
5582,55820,0.311587
5583,55830,0.311699
5584,55840,0.311811
5585,55850,0.311922
5586,55860,0.312034
5587,55870,0.312146
5588,55880,0.312257
5589,55890,0.312369
5590,55900,0.312481
5591,55910,0.312593
5592,55920,0.312705
5593,55930,0.312816
5594,55940,0.312928
5595,55950,0.31304
5596,55960,0.313152
5597,55970,0.313264
5598,55980,0.313376
5599,55990,0.313488
5600,56000,0.3136
5601,56010,0.313712
5602,56020,0.313824
5603,56030,0.313936
5604,56040,0.314048
5605,56050,0.31416
5606,56060,0.314272
5607,56070,0.314384
5608,56080,0.314497
5609,56090,0.314609
5610,56100,0.314721
5611,56110,0.314833
5612,56120,0.314945
5613,56130,0.315058
5614,56140,0.31517
5615,56150,0.315282
5616,56160,0.315395
5617,56170,0.315507
5618,56180,0.315619
5619,56190,0.315732
5620,56200,0.315844
5621,56210,0.315956
5622,56220,0.316069
5623,56230,0.316181
5624,56240,0.316294
5625,56250,0.316406
5626,56260,0.316519
5627,56270,0.316631
5628,56280,0.316744
5629,56290,0.316856
5630,56300,0.316969
5631,56310,0.317082
5632,56320,0.317194
5633,56330,0.317307
5634,56340,0.31742
5635,56350,0.317532
5636,56360,0.317645
5637,56370,0.317758
5638,56380,0.31787
5639,56390,0.317983
5640,56400,0.318096
5641,56410,0.318209
5642,56420,0.318322
5643,56430,0.318434
5644,56440,0.318547
5645,56450,0.31866
5646,56460,0.318773
5647,56470,0.318886
5648,56480,0.318999
5649,56490,0.319112
5650,56500,0.319225
5651,56510,0.319338
5652,56520,0.319451
5653,56530,0.319564
5654,56540,0.319677
5655,56550,0.31979
5656,56560,0.319903
5657,56570,0.320016
5658,56580,0.32013
5659,56590,0.320243
5660,56600,0.320356
5661,56610,0.320469
5662,56620,0.320582
5663,56630,0.320696
5664,56640,0.320809
5665,56650,0.320922
5666,56660,0.321036
5667,56670,0.321149
5668,56680,0.321262
5669,56690,0.321376
5670,56700,0.321489
5671,56710,0.321602
5672,56720,0.321716
5673,56730,0.321829
5674,56740,0.321943
5675,56750,0.322056
5676,56760,0.32217
5677,56770,0.322283
5678,56780,0.322397
5679,56790,0.32251
5680,56800,0.322624
5681,56810,0.322738
5682,56820,0.322851
5683,56830,0.322965
5684,56840,0.323079
5685,56850,0.323192
5686,56860,0.323306
5687,56870,0.32342
5688,56880,0.323533
5689,56890,0.323647
5690,56900,0.323761
5691,56910,0.323875
5692,56920,0.323989
5693,56930,0.324102
5694,56940,0.324216
5695,56950,0.32433
5696,56960,0.324444
5697,56970,0.324558
5698,56980,0.324672
5699,56990,0.324786
5700,57000,0.3249
5701,57010,0.325014
5702,57020,0.325128
5703,57030,0.325242
5704,57040,0.325356
5705,57050,0.32547
5706,57060,0.325584
5707,57070,0.325698
5708,57080,0.325813
5709,57090,0.325927
5710,57100,0.326041
5711,57110,0.326155
5712,57120,0.326269
5713,57130,0.326384
5714,57140,0.326498
5715,57150,0.326612
5716,57160,0.326727
5717,57170,0.326841
5718,57180,0.326955
5719,57190,0.32707
5720,57200,0.327184
5721,57210,0.327298
5722,57220,0.327413
5723,57230,0.327527
5724,57240,0.327642
5725,57250,0.327756
5726,57260,0.327871
5727,57270,0.327985
5728,57280,0.3281
5729,57290,0.328214
5730,57300,0.328329
5731,57310,0.328444
5732,57320,0.328558
5733,57330,0.328673
5734,57340,0.328788
5735,57350,0.328902
5736,57360,0.329017
5737,57370,0.329132
5738,57380,0.329246
5739,57390,0.329361
5740,57400,0.329476
5741,57410,0.329591
5742,57420,0.329706
5743,57430,0.32982
5744,57440,0.329935
5745,57450,0.33005
5746,57460,0.330165
5747,57470,0.33028
5748,57480,0.330395
5749,57490,0.33051
5750,57500,0.330625
5751,57510,0.33074
5752,57520,0.330855
5753,57530,0.33097
5754,57540,0.331085
5755,57550,0.3312
5756,57560,0.331315
5757,57570,0.33143
5758,57580,0.331546
5759,57590,0.331661
5760,57600,0.331776
5761,57610,0.331891
5762,57620,0.332006
5763,57630,0.332122
5764,57640,0.332237
5765,57650,0.332352
5766,57660,0.332468
5767,57670,0.332583
5768,57680,0.332698
5769,57690,0.332814
5770,57700,0.332929
5771,57710,0.333044
5772,57720,0.33316
5773,57730,0.333275
5774,57740,0.333391
5775,57750,0.333506
5776,57760,0.333622
5777,57770,0.333737
5778,57780,0.333853
5779,57790,0.333968
5780,57800,0.334084
5781,57810,0.3342
5782,57820,0.334315
5783,57830,0.334431
5784,57840,0.334547
5785,57850,0.334662
5786,57860,0.334778
5787,57870,0.334894
5788,57880,0.335009
5789,57890,0.335125
5790,57900,0.335241
5791,57910,0.335357
5792,57920,0.335473
5793,57930,0.335588
5794,57940,0.335704
5795,57950,0.33582
5796,57960,0.335936
5797,57970,0.336052
5798,57980,0.336168
5799,57990,0.336284
5800,58000,0.3364
5801,58010,0.336516
5802,58020,0.336632
5803,58030,0.336748
5804,58040,0.336864
5805,58050,0.33698
5806,58060,0.337096
5807,58070,0.337212
5808,58080,0.337329
5809,58090,0.337445
5810,58100,0.337561
5811,58110,0.337677
5812,58120,0.337793
5813,58130,0.33791
5814,58140,0.338026
5815,58150,0.338142
5816,58160,0.338259
5817,58170,0.338375
5818,58180,0.338491
5819,58190,0.338608
5820,58200,0.338724
5821,58210,0.33884
5822,58220,0.338957
5823,58230,0.339073
5824,58240,0.33919
5825,58250,0.339306
5826,58260,0.339423
5827,58270,0.339539
5828,58280,0.339656
5829,58290,0.339772
5830,58300,0.339889
5831,58310,0.340006
5832,58320,0.340122
5833,58330,0.340239
5834,58340,0.340356
5835,58350,0.340472
5836,58360,0.340589
5837,58370,0.340706
5838,58380,0.340822
5839,58390,0.340939
5840,58400,0.341056
5841,58410,0.341173
5842,58420,0.34129
5843,58430,0.341406
5844,58440,0.341523
5845,58450,0.34164
5846,58460,0.341757
5847,58470,0.341874
5848,58480,0.341991
5849,58490,0.342108
5850,58500,0.342225
5851,58510,0.342342
5852,58520,0.342459
5853,58530,0.342576
5854,58540,0.342693
5855,58550,0.34281
5856,58560,0.342927
5857,58570,0.343044
5858,58580,0.343162
5859,58590,0.343279
5860,58600,0.343396
5861,58610,0.343513
5862,58620,0.34363
5863,58630,0.343748
5864,58640,0.343865
5865,58650,0.343982
5866,58660,0.3441
5867,58670,0.344217
5868,58680,0.344334
5869,58690,0.344452
5870,58700,0.344569
5871,58710,0.344686
5872,58720,0.344804
5873,58730,0.344921
5874,58740,0.345039
5875,58750,0.345156
5876,58760,0.345274
5877,58770,0.345391
5878,58780,0.345509
5879,58790,0.345626
5880,58800,0.345744
5881,58810,0.345862
5882,58820,0.345979
5883,58830,0.346097
5884,58840,0.346215
5885,58850,0.346332
5886,58860,0.34645
5887,58870,0.346568
5888,58880,0.346685
5889,58890,0.346803
5890,58900,0.346921
5891,58910,0.347039
5892,58920,0.347157
5893,58930,0.347274
5894,58940,0.347392
5895,58950,0.34751
5896,58960,0.347628
5897,58970,0.347746
5898,58980,0.347864
5899,58990,0.347982
5900,59000,0.3481
5901,59010,0.348218
5902,59020,0.348336
5903,59030,0.348454
5904,59040,0.348572
5905,59050,0.34869
5906,59060,0.348808
5907,59070,0.348926
5908,59080,0.349045
5909,59090,0.349163
5910,59100,0.349281
5911,59110,0.349399
5912,59120,0.349517
5913,59130,0.349636
5914,59140,0.349754
5915,59150,0.349872
5916,59160,0.349991
5917,59170,0.350109
5918,59180,0.350227
5919,59190,0.350346
5920,59200,0.350464
5921,59210,0.350582
5922,59220,0.350701
5923,59230,0.350819
5924,59240,0.350938
5925,59250,0.351056
5926,59260,0.351175
5927,59270,0.351293
5928,59280,0.351412
5929,59290,0.35153
5930,59300,0.351649
5931,59310,0.351768
5932,59320,0.351886
5933,59330,0.352005
5934,59340,0.352124
5935,59350,0.352242
5936,59360,0.352361
5937,59370,0.35248
5938,59380,0.352598
5939,59390,0.352717
5940,59400,0.352836
5941,59410,0.352955
5942,59420,0.353074
5943,59430,0.353192
5944,59440,0.353311
5945,59450,0.35343
5946,59460,0.353549
5947,59470,0.353668
5948,59480,0.353787
5949,59490,0.353906
5950,59500,0.354025
5951,59510,0.354144
5952,59520,0.354263
5953,59530,0.354382
5954,59540,0.354501
5955,59550,0.35462
5956,59560,0.354739
5957,59570,0.354858
5958,59580,0.354978
5959,59590,0.355097
5960,59600,0.355216
5961,59610,0.355335
5962,59620,0.355454
5963,59630,0.355574
5964,59640,0.355693
5965,59650,0.355812
5966,59660,0.355932
5967,59670,0.356051
5968,59680,0.35617
5969,59690,0.35629
5970,59700,0.356409
5971,59710,0.356528
5972,59720,0.356648
5973,59730,0.356767
5974,59740,0.356887
5975,59750,0.357006
5976,59760,0.357126
5977,59770,0.357245
5978,59780,0.357365
5979,59790,0.357484
5980,59800,0.357604
5981,59810,0.357724
5982,59820,0.357843
5983,59830,0.357963
5984,59840,0.358083
5985,59850,0.358202
5986,59860,0.358322
5987,59870,0.358442
5988,59880,0.358561
5989,59890,0.358681
5990,59900,0.358801
5991,59910,0.358921
5992,59920,0.359041
5993,59930,0.35916
5994,59940,0.35928
5995,59950,0.3594
5996,59960,0.35952
5997,59970,0.35964
5998,59980,0.35976
5999,59990,0.35988
6000,60000,0.36
6001,60010,0.36012
6002,60020,0.36024
6003,60030,0.36036
6004,60040,0.36048
6005,60050,0.3606
6006,60060,0.36072
6007,60070,0.36084
6008,60080,0.360961
6009,60090,0.361081
6010,60100,0.361201
6011,60110,0.361321
6012,60120,0.361441
6013,60130,0.361562
6014,60140,0.361682
6015,60150,0.361802
6016,60160,0.361923
6017,60170,0.362043
6018,60180,0.362163
6019,60190,0.362284
6020,60200,0.362404
6021,60210,0.362524
6022,60220,0.362645
6023,60230,0.362765
6024,60240,0.362886
6025,60250,0.363006
6026,60260,0.363127
6027,60270,0.363247
6028,60280,0.363368
6029,60290,0.363488
6030,60300,0.363609
6031,60310,0.36373
6032,60320,0.36385
6033,60330,0.363971
6034,60340,0.364092
6035,60350,0.364212
6036,60360,0.364333
6037,60370,0.364454
6038,60380,0.364574
6039,60390,0.364695
6040,60400,0.364816
6041,60410,0.364937
6042,60420,0.365058
6043,60430,0.365178
6044,60440,0.365299
6045,60450,0.36542
6046,60460,0.365541
6047,60470,0.365662
6048,60480,0.365783
6049,60490,0.365904
6050,60500,0.366025
6051,60510,0.366146
6052,60520,0.366267
6053,60530,0.366388
6054,60540,0.366509
6055,60550,0.36663
6056,60560,0.366751
6057,60570,0.366872
6058,60580,0.366994
6059,60590,0.367115
6060,60600,0.367236
6061,60610,0.367357
6062,60620,0.367478
6063,60630,0.3676
6064,60640,0.367721
6065,60650,0.367842
6066,60660,0.367964
6067,60670,0.368085
6068,60680,0.368206
