n,nochange,change
3714,1232,2554
3715,1232,2554
3716,1232,2555
3717,1232,2555
3718,1232,2556
3719,1233,2556
3720,1234,2557
3721,1234,2557
3722,1234,2558
3723,1234,2559
3724,1234,2560
3725,1234,2561
3726,1234,2562
3727,1235,2563
3728,1235,2563
3729,1236,2564
3730,1236,2564
3731,1236,2564
3732,1236,2565
3733,1236,2566
3734,1236,2567
3735,1236,2567
3736,1236,2568
3737,1236,2569
3738,1236,2570
3739,1237,2570
3740,1238,2570
3741,1239,2571
3742,1239,2571
3743,1240,2572
3744,1241,2573
3745,1241,2574
3746,1241,2575
3747,1241,2575
3748,1242,2575
3749,1242,2575
3750,1242,2575
3751,1243,2575
3752,1243,2575
3753,1243,2576
3754,1243,2577
3755,1243,2577
3756,1243,2578
3757,1244,2579
3758,1244,2579
3759,1244,2580
3760,1244,2581
3761,1244,2581
3762,1244,2582
3763,1244,2583
3764,1244,2583
3765,1245,2584
3766,1245,2585
3767,1246,2586
3768,1247,2586
3769,1247,2587
3770,1247,2588
3771,1247,2589
3772,1247,2590
3773,1247,2590
3774,1248,2591
3775,1248,2592
3776,1248,2593
3777,1248,2593
3778,1248,2593
3779,1249,2594
3780,1249,2595
3781,1249,2596
3782,1250,2596
3783,1250,2597
3784,1250,2597
3785,1251,2598
3786,1251,2598
3787,1251,2599
3788,1251,2600
3789,1252,2601
3790,1252,2602
3791,1252,2602
3792,1252,2603
3793,1252,2603
3794,1252,2604
3795,1252,2605
3796,1253,2606
3797,1253,2607
3798,1253,2607
3799,1253,2608
3800,1253,2609
3801,1253,2610
3802,1254,2610
3803,1254,2611
3804,1254,2612
3805,1255,2612
3806,1256,2613
3807,1257,2614
3808,1257,2614
3809,1258,2614
3810,1259,2614
3811,1259,2615
3812,1259,2615
3813,1259,2615
3814,1259,2616
3815,1260,2617
3816,1260,2618
3817,1260,2619
3818,1260,2620
3819,1261,2621
3820,1261,2622
3821,1261,2622
3822,1261,2623
3823,1261,2623
3824,1262,2623
3825,1262,2623
3826,1263,2623
3827,1263,2623
3828,1263,2624
3829,1264,2625
3830,1264,2625
3831,1265,2625
3832,1266,2626
3833,1267,2626
3834,1267,2627
3835,1267,2628
3836,1267,2629
3837,1267,2629
3838,1268,2629
3839,1268,2629
3840,1268,2630
3841,1268,2630
3842,1268,2631
3843,1269,2632
3844,1270,2633
3845,1270,2634
3846,1270,2634
3847,1271,2635
3848,1271,2636
3849,1271,2637
3850,1271,2638
3851,1271,2638
3852,1271,2639
3853,1272,2639
3854,1273,2640
3855,1273,2641
3856,1274,2642
3857,1274,2643
3858,1274,2644
3859,1274,2644
3860,1274,2645
3861,1274,2646
3862,1274,2647
3863,1274,2647
3864,1274,2648
3865,1274,2649
3866,1275,2650
3867,1276,2651
3868,1277,2652
3869,1277,2652
3870,1277,2652
3871,1278,2652
3872,1278,2652
3873,1278,2653
3874,1279,2653
3875,1279,2653
3876,1279,2653
3877,1280,2653
3878,1280,2654
3879,1280,2655
3880,1280,2655
3881,1281,2656
3882,1282,2657
3883,1282,2657
3884,1282,2657
3885,1282,2657
3886,1283,2658
3887,1284,2659
3888,1284,2660
3889,1284,2660
3890,1284,2661
3891,1285,2661
3892,1285,2661
3893,1286,2662
3894,1286,2663
3895,1286,2664
3896,1286,2665
3897,1286,2665
3898,1286,2666
3899,1286,2667
3900,1287,2667
3901,1287,2668
3902,1287,2669
3903,1288,2670
3904,1288,2671
3905,1288,2672
3906,1288,2673
3907,1288,2673
3908,1289,2673
3909,1289,2674
3910,1289,2674
3911,1289,2674
3912,1290,2675
3913,1290,2675
3914,1290,2675
3915,1290,2675
3916,1290,2675
3917,1290,2675
3918,1290,2675
3919,1291,2676
3920,1291,2677
3921,1291,2677
3922,1292,2678
3923,1293,2679
3924,1293,2680
3925,1293,2680
3926,1293,2681
3927,1294,2682
3928,1295,2683
3929,1296,2684
3930,1296,2684
3931,1296,2685
3932,1296,2685
3933,1297,2686
3934,1297,2687
3935,1297,2688
3936,1298,2688
3937,1299,2689
3938,1300,2690
3939,1300,2690
3940,1300,2691
3941,1300,2692
3942,1300,2693
3943,1301,2693
3944,1302,2694
3945,1302,2694
3946,1303,2695
3947,1303,2695
3948,1303,2696
3949,1303,2697
3950,1303,2698
3951,1303,2698
3952,1304,2699
3953,1304,2700
3954,1304,2701
3955,1305,2702
3956,1305,2702
3957,1306,2702
3958,1307,2703
3959,1308,2704
3960,1308,2705
3961,1308,2705
3962,1309,2705
3963,1309,2706
3964,1309,2707
3965,1309,2708
3966,1309,2709
3967,1310,2710
3968,1311,2710
3969,1311,2710
3970,1311,2711
3971,1312,2711
3972,1313,2712
3973,1313,2712
3974,1313,2713
3975,1313,2713
3976,1313,2713
3977,1313,2713
3978,1313,2713
3979,1313,2714
3980,1314,2715
3981,1315,2716
3982,1315,2717
3983,1315,2718
3984,1315,2719
3985,1315,2719
3986,1316,2720
3987,1316,2720
3988,1316,2720
3989,1316,2720
3990,1317,2721
3991,1317,2722
3992,1317,2723
3993,1317,2724
3994,1317,2725
3995,1318,2726
3996,1319,2727
3997,1320,2727
3998,1321,2727
3999,1322,2728
4000,1323,2728
4001,1323,2729
4002,1323,2730
4003,1323,2731
4004,1324,2732
4005,1324,2732
4006,1324,2732
4007,1324,2732
4008,1324,2732
4009,1324,2732
4010,1324,2732
4011,1325,2732
4012,1326,2732
4013,1327,2733
4014,1327,2734
4015,1327,2735
4016,1328,2736
4017,1329,2737
4018,1330,2738
4019,1330,2739
4020,1331,2740
4021,1331,2741
4022,1332,2742
4023,1333,2743
4024,1333,2744
4025,1334,2745
4026,1335,2745
4027,1335,2746
4028,1335,2747
4029,1335,2748
4030,1335,2748
4031,1335,2749
4032,1336,2750
4033,1336,2751
4034,1336,2751
4035,1336,2752
4036,1337,2753
4037,1337,2754
4038,1337,2755
4039,1338,2756
4040,1339,2757
4041,1340,2758
4042,1340,2758
4043,1341,2759
4044,1342,2760
4045,1343,2760
4046,1343,2760
4047,1343,2761
4048,1343,2762
4049,1343,2763
4050,1343,2764
4051,1343,2764
4052,1344,2765
4053,1344,2766
4054,1344,2766
4055,1345,2767
4056,1346,2768
4057,1346,2769
4058,1346,2770
4059,1346,2771
4060,1346,2771
4061,1346,2771
4062,1347,2771
4063,1348,2772
4064,1348,2772
4065,1348,2772
4066,1348,2773
4067,1348,2774
4068,1348,2775
4069,1348,2776
4070,1349,2777
4071,1349,2777
4072,1349,2777
4073,1350,2778
4074,1350,2779
4075,1351,2780
4076,1352,2780
4077,1353,2781
4078,1354,2782
4079,1354,2783
4080,1354,2784
4081,1354,2785
4082,1355,2785
4083,1355,2786
4084,1356,2787
4085,1356,2788
4086,1356,2788
4087,1357,2788
4088,1358,2788
4089,1358,2789
4090,1358,2790
4091,1358,2791
4092,1359,2791
4093,1359,2792
4094,1360,2793
4095,1360,2794
4096,1360,2795
4097,1360,2796
4098,1360,2796
4099,1360,2797
4100,1361,2798
4101,1361,2799
4102,1361,2800
4103,1362,2801
4104,1362,2802
4105,1363,2802
4106,1363,2802
4107,1363,2803
4108,1363,2803
4109,1363,2803
4110,1363,2804
4111,1363,2805
4112,1363,2806
4113,1364,2807
4114,1365,2808
4115,1365,2809
4116,1365,2810
4117,1365,2811
4118,1365,2812
4119,1365,2813
4120,1365,2814
4121,1365,2815
4122,1366,2816
4123,1366,2816
4124,1366,2817
4125,1366,2818
4126,1366,2818
4127,1366,2819
4128,1367,2820
4129,1368,2821
4130,1369,2822
4131,1370,2823
4132,1370,2824
4133,1370,2825
4134,1371,2826
4135,1371,2826
4136,1371,2826
4137,1371,2827
4138,1372,2827
4139,1372,2827
4140,1372,2828
4141,1372,2828
4142,1373,2829
4143,1373,2829
4144,1373,2830
4145,1373,2831
4146,1373,2832
4147,1374,2832
4148,1374,2833
4149,1374,2834
4150,1375,2834
4151,1375,2834
4152,1375,2834
4153,1375,2835
4154,1376,2836
4155,1377,2837
4156,1378,2838
4157,1378,2839
4158,1379,2839
4159,1379,2839
4160,1379,2840
4161,1379,2840
4162,1379,2840
4163,1380,2841
4164,1380,2841
4165,1380,2842
4166,1381,2843
4167,1381,2844
4168,1382,2844
4169,1382,2845
4170,1382,2846
4171,1382,2846
4172,1382,2846
4173,1382,2846
4174,1382,2847
4175,1382,2848
4176,1382,2849
4177,1382,2850
4178,1382,2850
4179,1383,2850
4180,1384,2850
4181,1384,2851
4182,1384,2852
4183,1384,2853
4184,1384,2853
4185,1384,2853
4186,1385,2854
4187,1386,2855
4188,1386,2856
4189,1387,2857
4190,1387,2857
4191,1387,2858
4192,1387,2859
4193,1387,2860
4194,1387,2860
4195,1387,2860
4196,1388,2861
4197,1388,2861
4198,1388,2861
4199,1388,2862
4200,1388,2862
4201,1389,2863
4202,1389,2863
4203,1389,2864
4204,1389,2865
4205,1389,2866
4206,1389,2867
4207,1389,2868
4208,1389,2869
4209,1389,2869
4210,1389,2869
4211,1389,2870
4212,1390,2870
4213,1390,2871
4214,1391,2871
4215,1392,2872
4216,1392,2873
4217,1392,2873
4218,1392,2874
4219,1392,2875
4220,1393,2876
4221,1393,2876
4222,1393,2877
4223,1394,2878
4224,1394,2878
4225,1395,2879
4226,1396,2880
4227,1396,2881
4228,1396,2882
4229,1396,2882
4230,1396,2882
4231,1397,2883
4232,1397,2884
4233,1397,2884
4234,1398,2885
4235,1398,2886
4236,1399,2886
4237,1399,2886
4238,1400,2887
4239,1401,2888
4240,1402,2889
4241,1403,2890
4242,1403,2891
4243,1403,2892
4244,1404,2893
4245,1405,2894
4246,1406,2894
4247,1406,2894
4248,1406,2895
4249,1406,2895
4250,1407,2896
4251,1407,2896
4252,1407,2897
4253,1407,2897
4254,1407,2898
4255,1407,2899
4256,1408,2900
4257,1409,2900
4258,1410,2900
4259,1410,2901
4260,1411,2901
4261,1412,2901
4262,1412,2902
4263,1412,2902
4264,1412,2903
4265,1412,2904
4266,1412,2904
4267,1413,2904
4268,1414,2905
4269,1415,2906
4270,1415,2907
4271,1415,2908
4272,1415,2909
4273,1416,2909
4274,1416,2910
4275,1416,2911
4276,1417,2911
4277,1417,2912
4278,1417,2913
4279,1417,2914
4280,1418,2915
4281,1418,2916
4282,1419,2917
4283,1419,2918
4284,1419,2919
4285,1420,2920
4286,1421,2920
4287,1421,2920
4288,1421,2921
4289,1421,2922
4290,1421,2923
4291,1421,2923
4292,1422,2923
4293,1422,2923
4294,1422,2923
4295,1422,2924
4296,1422,2924
4297,1423,2925
4298,1424,2926
4299,1424,2926
4300,1425,2927
4301,1425,2928
4302,1425,2929
4303,1425,2929
4304,1425,2929
4305,1425,2930
4306,1425,2931
4307,1426,2932
4308,1427,2933
4309,1428,2934
4310,1429,2934
4311,1430,2935
4312,1431,2936
4313,1431,2936
4314,1431,2936
4315,1432,2937
4316,1432,2938
4317,1432,2939
4318,1433,2940
4319,1433,2941
4320,1434,2941
4321,1434,2942
4322,1434,2942
4323,1434,2943
4324,1434,2943
4325,1435,2944
4326,1435,2945
4327,1436,2946
4328,1436,2947
4329,1436,2948
4330,1436,2949
4331,1437,2950
4332,1438,2951
4333,1439,2951
4334,1439,2952
4335,1440,2953
4336,1441,2953
4337,1441,2953
4338,1442,2954
4339,1443,2955
4340,1443,2955
4341,1443,2955
4342,1444,2956
4343,1444,2957
4344,1444,2958
4345,1444,2958
4346,1445,2958
4347,1445,2958
4348,1445,2958
4349,1445,2959
4350,1445,2959
4351,1445,2960
4352,1445,2960
4353,1445,2961
4354,1445,2961
4355,1445,2961
4356,1445,2962
4357,1446,2963
4358,1446,2964
4359,1446,2965
4360,1446,2966
4361,1447,2967
4362,1447,2968
4363,1447,2968
4364,1447,2968
4365,1447,2969
4366,1447,2970
4367,1447,2971
4368,1447,2972
4369,1447,2973
4370,1447,2974
4371,1448,2975
4372,1448,2976
4373,1448,2977
4374,1449,2978
4375,1450,2979
4376,1450,2979
4377,1450,2980
4378,1450,2981
4379,1450,2982
4380,1450,2983
4381,1451,2984
4382,1451,2984
4383,1451,2984
4384,1452,2985
4385,1452,2985
4386,1452,2986
4387,1453,2987
4388,1453,2987
4389,1454,2988
4390,1455,2989
4391,1455,2990
4392,1455,2990
4393,1456,2991
4394,1456,2991
4395,1456,2991
4396,1456,2991
4397,1456,2992
4398,1457,2993
4399,1458,2994
4400,1458,2994
4401,1458,2995
4402,1458,2995
4403,1458,2995
4404,1458,2996
4405,1459,2997
4406,1459,2998
4407,1459,2999
4408,1460,3000
4409,1460,3001
4410,1460,3002
4411,1461,3003
4412,1461,3003
4413,1461,3004
4414,1461,3004
4415,1461,3005
4416,1461,3005
4417,1462,3005
4418,1462,3006
4419,1463,3007
4420,1464,3008
4421,1464,3008
4422,1464,3008
4423,1465,3009
4424,1465,3009
4425,1465,3010
4426,1465,3010
4427,1465,3011
4428,1465,3011
4429,1466,3012
4430,1467,3013
4431,1468,3013
4432,1468,3014
4433,1468,3015
4434,1468,3016
4435,1468,3017
4436,1469,3018
4437,1470,3018
4438,1471,3018
4439,1472,3018
4440,1472,3018
4441,1472,3019
4442,1472,3019
4443,1473,3020
4444,1474,3021
4445,1474,3021
4446,1474,3022
4447,1474,3022
4448,1474,3023
4449,1474,3023
4450,1474,3024
4451,1474,3025
4452,1474,3026
4453,1474,3027
4454,1474,3028
4455,1474,3029
4456,1474,3029
4457,1474,3030
4458,1474,3031
4459,1475,3032
4460,1476,3033
4461,1476,3033
4462,1477,3034
4463,1477,3035
4464,1477,3036
4465,1477,3037
4466,1477,3038
4467,1478,3039
4468,1478,3040
4469,1479,3041
4470,1479,3042
4471,1480,3043
4472,1480,3044
4473,1480,3044
4474,1481,3045
4475,1481,3046
4476,1481,3047
4477,1482,3048
4478,1482,3049
4479,1482,3050
4480,1482,3051
4481,1482,3052
4482,1482,3052
4483,1483,3052
4484,1484,3053
4485,1484,3054
4486,1485,3054
4487,1485,3055
4488,1485,3055
4489,1485,3056
4490,1485,3057
4491,1485,3057
4492,1485,3058
4493,1485,3059
4494,1486,3060
4495,1486,3060
4496,1487,3060
4497,1487,3060
4498,1487,3060
4499,1487,3060
4500,1488,3060
4501,1488,3060
4502,1488,3060
4503,1488,3061
4504,1488,3061
4505,1488,3061
4506,1488,3061
4507,1489,3062
4508,1490,3062
4509,1490,3062
4510,1490,3063
4511,1490,3063
4512,1490,3064
4513,1490,3065
4514,1490,3066
4515,1490,3067
4516,1490,3068
4517,1490,3068
4518,1490,3068
4519,1490,3069
4520,1490,3069
4521,1490,3070
4522,1491,3071
4523,1491,3072
4524,1491,3073
4525,1491,3073
4526,1492,3074
4527,1492,3074
4528,1492,3075
4529,1492,3076
4530,1493,3076
4531,1493,3076
4532,1493,3077
4533,1493,3077
4534,1493,3078
4535,1494,3078
4536,1495,3078
4537,1495,3079
4538,1496,3080
4539,1496,3081
4540,1496,3081
4541,1496,3082
4542,1497,3083
4543,1497,3084
4544,1497,3085
4545,1497,3085
4546,1498,3086
4547,1498,3087
4548,1498,3088
4549,1499,3089
4550,1499,3090
4551,1499,3091
4552,1499,3092
4553,1500,3092
4554,1500,3092
4555,1500,3093
4556,1500,3093
4557,1500,3094
4558,1500,3094
4559,1500,3095
4560,1500,3096
4561,1500,3097
4562,1500,3098
4563,1501,3099
4564,1501,3099
4565,1502,3100
4566,1503,3100
4567,1504,3101
4568,1505,3102
4569,1506,3103
4570,1506,3104
4571,1506,3104
4572,1507,3105
4573,1508,3106
4574,1508,3107
4575,1509,3108
4576,1510,3108
4577,1511,3108
4578,1511,3109
4579,1512,3109
4580,1513,3110
4581,1513,3110
4582,1514,3110
4583,1515,3111
4584,1515,3111
4585,1515,3112
4586,1516,3112
4587,1516,3113
4588,1516,3114
4589,1516,3114
4590,1516,3115
4591,1516,3115
4592,1517,3115
4593,1517,3116
4594,1517,3117
4595,1518,3117
4596,1518,3118
4597,1518,3119
4598,1518,3120
4599,1518,3121
4600,1519,3122
4601,1520,3123
4602,1520,3124
4603,1520,3125
4604,1521,3126
4605,1521,3127
4606,1521,3128
4607,1522,3129
4608,1523,3130
4609,1524,3130
4610,1525,3131
4611,1526,3132
4612,1526,3132
4613,1527,3132
4614,1528,3133
4615,1528,3134
4616,1528,3135
4617,1528,3136
4618,1528,3136
4619,1529,3137
4620,1529,3138
4621,1529,3138
4622,1529,3139
4623,1529,3140
4624,1530,3140
4625,1530,3141
4626,1530,3142
4627,1530,3143
4628,1530,3144
4629,1530,3145
4630,1530,3146
4631,1530,3147
4632,1531,3148
4633,1531,3149
4634,1531,3150
4635,1531,3150
4636,1531,3151
4637,1532,3152
4638,1532,3153
4639,1532,3153
4640,1533,3154
4641,1533,3155
4642,1533,3156
4643,1533,3156
4644,1533,3157
4645,1533,3158
4646,1534,3159
4647,1534,3160
4648,1535,3160
4649,1535,3160
4650,1536,3161
4651,1537,3162
4652,1537,3163
4653,1538,3163
4654,1538,3163
4655,1538,3164
4656,1538,3164
4657,1538,3165
4658,1538,3166
4659,1539,3167
4660,1540,3168
4661,1541,3169
4662,1541,3170
4663,1541,3170
4664,1541,3170
4665,1542,3171
4666,1542,3171
4667,1542,3172
4668,1542,3173
4669,1542,3174
4670,1542,3175
4671,1542,3175
4672,1542,3176
4673,1542,3176
4674,1543,3177
4675,1543,3178
4676,1544,3179
4677,1545,3179
4678,1545,3180
4679,1546,3181
4680,1546,3182
4681,1546,3183
4682,1546,3183
4683,1547,3183
4684,1547,3184
4685,1548,3185
4686,1548,3186
4687,1549,3187
4688,1550,3188
4689,1550,3189
4690,1551,3190
4691,1552,3191
4692,1552,3192
4693,1553,3193
4694,1553,3194
4695,1553,3195
4696,1554,3196
4697,1555,3197
4698,1555,3198
4699,1556,3199
4700,1556,3200
4701,1557,3200
4702,1558,3200
4703,1558,3201
4704,1558,3201
4705,1559,3202
4706,1559,3202
4707,1559,3202
4708,1559,3203
4709,1560,3203
4710,1560,3204
4711,1560,3205
4712,1561,3205
4713,1562,3206
4714,1562,3207
4715,1562,3208
4716,1562,3208
4717,1562,3209
4718,1562,3210
4719,1563,3211
4720,1564,3212
4721,1565,3213
4722,1565,3214
4723,1565,3215
4724,1566,3216
4725,1567,3216
4726,1567,3217
4727,1568,3218
4728,1568,3219
4729,1568,3220
4730,1568,3220
4731,1569,3220
4732,1569,3221
4733,1570,3221
4734,1570,3222
4735,1571,3223
4736,1572,3224
4737,1573,3224
4738,1574,3224
4739,1574,3225
4740,1574,3226
4741,1575,3227
4742,1576,3228
4743,1576,3229
4744,1576,3230
4745,1576,3231
4746,1576,3232
4747,1576,3233
4748,1577,3234
4749,1577,3234
4750,1577,3234
4751,1578,3235
4752,1578,3236
4753,1579,3237
4754,1580,3237
4755,1581,3237
4756,1581,3237
4757,1581,3238
4758,1581,3239
4759,1581,3240
4760,1581,3241
4761,1581,3241
4762,1581,3242
4763,1582,3243
4764,1582,3244
4765,1582,3245
4766,1583,3246
4767,1583,3246
4768,1583,3246
4769,1583,3247
4770,1584,3247
4771,1585,3247
4772,1585,3247
4773,1585,3248
4774,1586,3249
4775,1586,3249
4776,1586,3249
4777,1586,3249
4778,1586,3249
4779,1587,3250
4780,1587,3251
4781,1587,3252
4782,1587,3253
4783,1587,3254
4784,1588,3255
4785,1588,3256
4786,1589,3257
4787,1589,3257
4788,1590,3258
4789,1590,3258
4790,1590,3258
4791,1590,3259
4792,1590,3259
4793,1590,3260
4794,1590,3261
4795,1590,3261
4796,1590,3261
4797,1590,3262
4798,1590,3263
4799,1590,3264
4800,1591,3265
4801,1592,3266
4802,1593,3267
4803,1593,3268
4804,1593,3269
4805,1594,3269
4806,1594,3269
4807,1595,3270
4808,1595,3271
4809,1595,3271
4810,1596,3272
4811,1597,3272
4812,1598,3272
4813,1598,3272
4814,1598,3273
4815,1598,3274
4816,1598,3275
4817,1598,3276
4818,1598,3277
4819,1598,3277
4820,1598,3278
4821,1598,3279
4822,1598,3280
4823,1598,3281
4824,1598,3282
4825,1599,3282
4826,1599,3283
4827,1599,3283
4828,1599,3284
4829,1599,3285
4830,1600,3286
4831,1600,3287
4832,1600,3287
4833,1600,3288
4834,1600,3288
4835,1601,3288
4836,1601,3288
4837,1601,3289
4838,1601,3289
4839,1601,3290
4840,1601,3291
4841,1601,3291
4842,1602,3291
4843,1602,3292
4844,1602,3293
4845,1603,3294
4846,1603,3294
4847,1603,3295
4848,1604,3296
4849,1604,3296
4850,1605,3297
4851,1605,3298
4852,1605,3298
4853,1606,3299
4854,1606,3300
4855,1607,3300
4856,1607,3301
4857,1608,3301
4858,1608,3302
4859,1608,3303
4860,1608,3303
4861,1608,3304
4862,1608,3305
4863,1608,3306
4864,1608,3306
4865,1608,3306
4866,1608,3306
4867,1609,3306
4868,1609,3307
4869,1609,3308
4870,1609,3309
4871,1609,3309
4872,1610,3310
4873,1610,3311
4874,1611,3312
4875,1611,3312
4876,1611,3313
4877,1612,3314
4878,1613,3314
4879,1614,3315
4880,1614,3316
4881,1614,3316
4882,1615,3317
4883,1615,3318
4884,1615,3318
4885,1616,3319
4886,1616,3319
4887,1616,3319
4888,1616,3320
4889,1616,3321
4890,1616,3322
4891,1616,3323
4892,1617,3324
4893,1618,3325
4894,1618,3326
4895,1618,3327
4896,1618,3328
4897,1618,3329
4898,1618,3330
4899,1619,3331
4900,1619,3332
4901,1619,3333
4902,1619,3334
4903,1620,3335
4904,1620,3336
4905,1620,3336
4906,1620,3337
4907,1620,3337
4908,1621,3338
4909,1622,3339
4910,1622,3340
4911,1622,3340
4912,1623,3341
4913,1623,3342
4914,1623,3343
4915,1624,3344
4916,1624,3344
4917,1624,3344
4918,1624,3345
4919,1624,3346
4920,1624,3347
4921,1624,3348
4922,1624,3348
4923,1625,3348
4924,1625,3348
4925,1625,3349
4926,1625,3350
4927,1625,3351
4928,1625,3351
4929,1626,3352
4930,1626,3353
4931,1626,3354
4932,1626,3355
4933,1627,3356
4934,1628,3356
4935,1628,3356
4936,1628,3356
4937,1628,3357
4938,1628,3358
4939,1628,3359
4940,1628,3360
4941,1628,3361
4942,1628,3362
4943,1629,3363
4944,1630,3364
4945,1630,3364
4946,1631,3365
4947,1632,3366
4948,1633,3367
4949,1633,3368
4950,1633,3369
4951,1633,3369
4952,1633,3370
4953,1633,3370
4954,1633,3371
4955,1633,3372
4956,1633,3372
4957,1634,3373
4958,1635,3373
4959,1636,3374
4960,1637,3374
4961,1638,3375
4962,1639,3376
4963,1639,3376
4964,1639,3377
4965,1639,3378
4966,1639,3379
4967,1639,3379
4968,1639,3380
4969,1640,3381
4970,1640,3382
4971,1640,3383
4972,1640,3383
4973,1640,3384
4974,1641,3385
4975,1641,3385
4976,1641,3385
4977,1642,3386
4978,1642,3386
4979,1642,3386
4980,1642,3386
4981,1642,3386
4982,1643,3387
4983,1643,3388
4984,1643,3389
4985,1644,3390
4986,1644,3390
4987,1645,3390
4988,1645,3391
4989,1645,3392
4990,1646,3393
4991,1646,3394
4992,1647,3394
4993,1647,3395
4994,1648,3396
4995,1649,3397
4996,1649,3398
4997,1649,3398
4998,1649,3398
4999,1649,3399
5000,1650,3400
5001,1651,3401
5002,1652,3402
5003,1653,3403
5004,1654,3404
5005,1654,3405
5006,1654,3405
5007,1654,3406
5008,1655,3407
5009,1656,3408
5010,1656,3409
5011,1656,3409
5012,1657,3409
5013,1657,3409
5014,1657,3410
5015,1657,3410
5016,1657,3411
5017,1657,3412
5018,1657,3413
5019,1657,3413
5020,1657,3414
5021,1657,3414
5022,1657,3414
5023,1658,3414
5024,1658,3415
5025,1659,3416
5026,1659,3416
5027,1660,3417
5028,1660,3417
5029,1660,3418
5030,1661,3419
5031,1661,3420
5032,1662,3420
5033,1662,3421
5034,1662,3422
5035,1662,3422
5036,1663,3423
5037,1663,3423
5038,1663,3424
5039,1664,3424
5040,1665,3425
5041,1666,3426
5042,1667,3427
5043,1668,3428
5044,1668,3428
5045,1668,3428
5046,1669,3429
5047,1669,3430
5048,1670,3431
5049,1670,3432
5050,1670,3433
5051,1670,3434
5052,1671,3435
5053,1672,3436
5054,1672,3437
5055,1672,3438
5056,1672,3439
5057,1672,3440
5058,1672,3441
5059,1672,3441
5060,1672,3442
5061,1672,3442
5062,1673,3442
5063,1673,3443
5064,1674,3444
5065,1675,3444
5066,1676,3444
5067,1676,3445
5068,1676,3446
5069,1676,3447
5070,1676,3447
5071,1676,3448
5072,1676,3448
5073,1677,3448
5074,1678,3449
5075,1678,3449
5076,1678,3450
5077,1679,3450
5078,1679,3451
5079,1679,3452
5080,1679,3453
5081,1679,3454
5082,1679,3454
5083,1680,3454
5084,1680,3454
5085,1680,3455
5086,1681,3456
5087,1681,3457
5088,1681,3458
5089,1682,3459
5090,1683,3460
5091,1684,3460
5092,1684,3461
5093,1684,3461
5094,1684,3461
5095,1684,3462
5096,1684,3463
5097,1684,3464
5098,1685,3464
5099,1686,3465
5100,1687,3466
5101,1687,3466
5102,1688,3466
5103,1688,3467
5104,1688,3468
5105,1688,3469
5106,1688,3470
5107,1689,3470
5108,1689,3471
5109,1689,3471
5110,1689,3472
5111,1689,3473
5112,1690,3473
5113,1690,3474
5114,1691,3474
5115,1691,3474
5116,1691,3475
5117,1691,3475
5118,1691,3475
5119,1691,3475
5120,1691,3475
5121,1691,3476
5122,1691,3476
5123,1692,3476
5124,1693,3477
5125,1693,3478
5126,1694,3478
5127,1694,3479
5128,1694,3480
5129,1694,3481
5130,1694,3481
5131,1694,3482
5132,1694,3483
5133,1694,3483
5134,1694,3483
5135,1695,3483
5136,1695,3484
5137,1696,3484
5138,1696,3485
5139,1697,3485
5140,1697,3486
5141,1697,3487
5142,1698,3488
5143,1698,3489
5144,1698,3490
5145,1699,3490
5146,1699,3490
5147,1699,3490
5148,1699,3491
5149,1699,3492
5150,1699,3493
5151,1699,3494
5152,1699,3495
5153,1699,3495
5154,1699,3496
5155,1699,3497
5156,1699,3498
5157,1700,3499
5158,1700,3499
5159,1700,3500
5160,1700,3501
5161,1701,3501
5162,1701,3501
5163,1702,3501
5164,1703,3502
5165,1703,3503
5166,1703,3504
5167,1704,3504
5168,1704,3505
5169,1704,3506
5170,1704,3507
5171,1704,3508
5172,1704,3508
5173,1704,3509
5174,1704,3510
5175,1704,3511
5176,1705,3512
5177,1706,3512
5178,1706,3513
5179,1706,3514
5180,1706,3515
5181,1706,3516
5182,1706,3516
5183,1707,3517
5184,1707,3517
5185,1707,3518
5186,1707,3519
5187,1708,3520
5188,1708,3521
5189,1708,3522
5190,1708,3522
5191,1708,3523
5192,1709,3523
5193,1709,3523
5194,1709,3524
5195,1709,3524
5196,1709,3524
5197,1709,3524
5198,1710,3525
5199,1711,3525
5200,1711,3526
5201,1711,3526
5202,1711,3526
5203,1712,3527
5204,1712,3528
5205,1712,3528
5206,1712,3529
5207,1713,3530
5208,1714,3531
5209,1714,3532
5210,1714,3532
5211,1714,3532
5212,1715,3533
5213,1715,3534
5214,1715,3534
5215,1715,3535
5216,1715,3535
5217,1716,3535
5218,1717,3535
5219,1718,3536
5220,1719,3537
5221,1719,3537
5222,1720,3538
5223,1720,3538
5224,1720,3538
5225,1721,3539
5226,1721,3540
5227,1721,3541
5228,1721,3542
5229,1721,3543
5230,1721,3543
5231,1721,3543
5232,1722,3544
5233,1722,3545
5234,1722,3545
5235,1722,3546
5236,1722,3546
5237,1723,3546
5238,1723,3547
5239,1724,3548
5240,1724,3549
5241,1724,3549
5242,1724,3549
5243,1725,3550
5244,1726,3551
5245,1726,3552
5246,1726,3553
5247,1726,3554
5248,1726,3555
5249,1726,3556
5250,1726,3557
5251,1726,3558
5252,1726,3558
5253,1727,3559
5254,1728,3560
5255,1729,3561
5256,1729,3562
5257,1729,3563
5258,1730,3564
5259,1730,3564
5260,1730,3565
5261,1731,3566
5262,1732,3567
5263,1732,3567
5264,1732,3568
5265,1733,3569
5266,1733,3570
5267,1733,3570
